Plate	Repeat	Well	Type	Time	Absorbance @ 600 (A)	Time	GFP (Counts)	Time	mCherry (Counts)
1	5	C01	M	02:05:52.23	0.066	02:06:46.74	452	02:07:43.94	6556
1	5	C02	M	02:05:52.55	0.058	02:06:47.10	486	02:07:44.30	7140
1	5	C03	M	02:05:52.87	0.061	02:06:47.46	544	02:07:44.66	6858
1	5	C04	M	02:05:53.19	0.069	02:06:47.82	388	02:07:45.02	6291
1	5	C05	M	02:05:53.51	0.063	02:06:48.18	420	02:07:45.38	6746
1	5	C06	M	02:05:53.83	0.066	02:06:48.54	452	02:07:45.74	6682
1	5	C07	M	02:05:54.15	0.053	02:06:48.90	430	02:07:46.10	6672
1	5	C08	M	02:05:54.47	0.043	02:06:49.26	438	02:07:46.46	7746
1	5	C09	M	02:05:54.79	0.043	02:06:49.62	476	02:07:46.82	7382
1	5	C10	M	02:05:55.11	0.042	02:06:49.98	550	02:07:47.18	7941
1	5	C11	M	02:05:55.43	0.038	02:06:50.35	468	02:07:47.55	8367
1	5	C12	M	02:05:55.75	0.038	02:06:50.71	484	02:07:47.91	8091
1	5	D01	M	02:05:58.51	0.037	02:06:53.51	456	02:07:50.71	7636
1	5	D02	M	02:05:58.83	0.035	02:06:53.87	458	02:07:51.07	8139
1	5	D03	M	02:05:59.15	0.037	02:06:54.23	442	02:07:51.43	7861
1	5	D04	M	02:05:59.47	0.042	02:06:54.59	428	02:07:51.79	7602
1	5	D05	M	02:05:59.79	0.035	02:06:54.95	410	02:07:52.15	7913
1	5	D06	M	02:06:00.11	0.035	02:06:55.31	388	02:07:52.51	8155
1	5	D07	M	02:06:00.43	0.037	02:06:55.67	510	02:07:52.87	8295
1	5	D08	M	02:06:00.75	0.036	02:06:56.03	474	02:07:53.23	8205
1	5	D09	M	02:06:01.07	0.035	02:06:56.39	496	02:07:53.60	8689
1	5	D10	M	02:06:01.39	0.038	02:06:56.75	488	02:07:53.96	8001
1	5	D11	M	02:06:01.71	0.037	02:06:57.12	662	02:07:54.32	8005
1	5	D12	M	02:06:02.03	0.036	02:06:57.48	562	02:07:54.68	8343
1	5	E01	M	02:06:04.79	0.039	02:07:00.28	478	02:07:57.48	7779
1	5	E02	M	02:06:05.11	0.038	02:07:00.64	488	02:07:57.84	8215
1	5	E03	M	02:06:05.43	0.043	02:07:01.00	470	02:07:58.20	7887
1	5	E04	M	02:06:05.75	0.043	02:07:01.36	434	02:07:58.57	7368
1	5	E05	M	02:06:06.07	0.036	02:07:01.72	424	02:07:58.93	8131
1	5	E06	M	02:06:06.39	0.035	02:07:02.08	410	02:07:59.29	8121
1	5	E07	M	02:06:06.71	0.036	02:07:02.44	444	02:07:59.65	7516
1	5	E08	M	02:06:07.03	0.036	02:07:02.80	436	02:08:00.01	8185
1	5	E09	M	02:06:07.35	0.037	02:07:03.17	474	02:08:00.37	8431
1	5	E10	M	02:06:07.67	0.039	02:07:03.53	500	02:08:00.73	8145
1	5	E11	M	02:06:07.99	0.035	02:07:03.89	516	02:08:01.09	8447
1	5	E12	M	02:06:08.31	0.035	02:07:04.25	506	02:08:01.45	7979
1	5	F01	M	02:06:11.07	0.038	02:07:07.05	438	02:08:04.26	7941
1	5	F02	M	02:06:11.39	0.037	02:07:07.41	470	02:08:04.62	7402
1	5	F03	M	02:06:11.71	0.037	02:07:07.77	408	02:08:04.98	7738
1	5	F04	M	02:06:12.03	0.045	02:07:08.14	422	02:08:05.34	7084
1	5	F05	M	02:06:12.35	0.035	02:07:08.50	422	02:08:05.70	8077
1	5	F06	M	02:06:12.67	0.035	02:07:08.86	410	02:08:06.06	8037
1	5	F07	M	02:06:12.99	0.036	02:07:09.22	462	02:08:06.42	7895
1	5	F08	M	02:06:13.31	0.041	02:07:09.58	448	02:08:06.78	7751
1	5	F09	M	02:06:13.63	0.036	02:07:09.94	438	02:08:07.14	8163
1	5	F10	M	02:06:13.95	0.047	02:07:10.30	790	02:08:07.50	8781
1	5	F11	M	02:06:14.27	0.034	02:07:10.66	558	02:08:07.86	8259
1	5	F12	M	02:06:14.59	0.039	02:07:11.02	432	02:08:08.23	8505
1	5	G01	Bl	02:06:17.35	0.039	02:07:13.83	358	02:08:11.03	7354
1	5	G02	Bl	02:06:17.67	0.037	02:07:14.19	362	02:08:11.39	7538
1	5	G03	Bl	02:06:17.99	0.039	02:07:14.55	352	02:08:11.75	7346
1	6	A01	M	02:36:54.37	0.072	02:37:47.77	456	02:38:44.95	6428
1	6	A02	M	02:36:54.69	0.066	02:37:48.13	428	02:38:45.31	6506
1	6	A03	M	02:36:55.01	0.067	02:37:48.49	464	02:38:45.67	6658
1	6	A04	M	02:36:55.33	0.080	02:37:48.85	428	02:38:46.03	5817
1	6	A05	M	02:36:55.65	0.071	02:37:49.21	456	02:38:46.39	6506
1	6	A06	M	02:36:55.97	0.069	02:37:49.57	450	02:38:46.75	6534
1	6	A07	M	02:36:56.29	0.068	02:37:49.93	562	02:38:47.11	6522
1	6	A08	M	02:36:56.61	0.073	02:37:50.29	622	02:38:47.47	6019
1	6	A09	M	02:36:56.93	0.070	02:37:50.65	496	02:38:47.83	6271
1	6	A10	M	02:36:57.25	0.075	02:37:51.01	482	02:38:48.20	6107
1	6	A11	M	02:36:57.57	0.068	02:37:51.37	484	02:38:48.56	6956
1	6	A12	M	02:36:57.89	0.067	02:37:51.73	476	02:38:48.92	6456
1	6	B01	M	02:37:00.65	0.074	02:37:54.54	442	02:38:51.73	6291
1	6	B02	M	02:37:00.97	0.069	02:37:54.90	460	02:38:52.09	6488
1	6	B03	M	02:37:01.29	0.070	02:37:55.26	444	02:38:52.45	6404
1	6	B04	M	02:37:01.61	0.078	02:37:55.62	452	02:38:52.81	5887
1	6	B05	M	02:37:01.93	0.073	02:37:55.98	516	02:38:53.17	6111
1	6	B06	M	02:37:02.25	0.073	02:37:56.34	442	02:38:53.53	6093
1	6	B07	M	02:37:02.57	0.077	02:37:56.70	464	02:38:53.89	5931
1	6	B08	M	02:37:02.89	0.071	02:37:57.06	432	02:38:54.25	6003
1	6	B09	M	02:37:03.21	0.071	02:37:57.42	438	02:38:54.61	6410
1	6	B10	M	02:37:03.53	0.075	02:37:57.78	452	02:38:54.97	6113
1	6	B11	M	02:37:03.85	0.069	02:37:58.14	448	02:38:55.34	6105
1	6	B12	M	02:37:04.17	0.069	02:37:58.50	490	02:38:55.70	6127
1	6	C01	M	02:37:06.93	0.080	02:38:01.31	416	02:38:58.50	6017
1	6	C02	M	02:37:07.25	0.071	02:38:01.67	434	02:38:58.86	6602
1	6	C03	M	02:37:07.57	0.075	02:38:02.03	444	02:38:59.22	6223
1	6	C04	M	02:37:07.89	0.084	02:38:02.39	482	02:38:59.58	5925
1	6	C05	M	02:37:08.21	0.078	02:38:02.75	438	02:38:59.94	6135
1	6	C06	M	02:37:08.53	0.079	02:38:03.11	456	02:39:00.30	6183
1	6	C07	M	02:37:08.85	0.063	02:38:03.47	418	02:39:00.66	6191
1	6	C08	M	02:37:09.17	0.047	02:38:03.83	446	02:39:01.03	7282
1	6	C09	M	02:37:09.49	0.047	02:38:04.19	446	02:39:01.39	7068
1	6	C10	M	02:37:09.81	0.041	02:38:04.55	560	02:39:01.75	7929
1	6	C11	M	02:37:10.13	0.039	02:38:04.91	432	02:39:02.11	8089
1	6	C12	M	02:37:10.45	0.038	02:38:05.27	472	02:39:02.47	8053
1	6	D01	M	02:37:13.21	0.037	02:38:08.08	396	02:39:05.28	7518
1	6	D02	M	02:37:13.53	0.035	02:38:08.44	450	02:39:05.64	7963
1	6	D03	M	02:37:13.85	0.038	02:38:08.80	474	02:39:06.00	7586
1	6	D04	M	02:37:14.17	0.042	02:38:09.16	450	02:39:06.36	7634
1	6	D05	M	02:37:14.49	0.034	02:38:09.52	386	02:39:06.72	7889
1	6	D06	M	02:37:14.81	0.035	02:38:09.88	462	02:39:07.08	7937
1	6	D07	M	02:37:15.13	0.037	02:38:10.24	504	02:39:07.44	8159
1	6	D08	M	02:37:15.45	0.035	02:38:10.60	534	02:39:07.80	8173
1	6	D09	M	02:37:15.77	0.035	02:38:10.96	500	02:39:08.16	8419
1	6	D10	M	02:37:16.09	0.038	02:38:11.32	506	02:39:08.52	7915
1	6	D11	M	02:37:16.41	0.037	02:38:11.68	682	02:39:08.88	7867
1	6	D12	M	02:37:16.73	0.036	02:38:12.05	542	02:39:09.25	8307
1	6	E01	M	02:37:19.49	0.039	02:38:14.85	428	02:39:12.05	7560
1	6	E02	M	02:37:19.81	0.038	02:38:15.21	440	02:39:12.41	8095
1	6	E03	M	02:37:20.13	0.043	02:38:15.57	442	02:39:12.77	7751
1	6	E04	M	02:37:20.45	0.044	02:38:15.93	450	02:39:13.13	7020
1	6	E05	M	02:37:20.77	0.036	02:38:16.29	468	02:39:13.49	7897
1	6	E06	M	02:37:21.09	0.036	02:38:16.65	440	02:39:13.85	7899
1	6	E07	M	02:37:21.41	0.037	02:38:17.01	474	02:39:14.21	7318
1	6	E08	M	02:37:21.73	0.035	02:38:17.37	446	02:39:14.58	8045
1	6	E09	M	02:37:22.05	0.037	02:38:17.73	446	02:39:14.94	8201
1	6	E10	M	02:37:22.37	0.040	02:38:18.09	500	02:39:15.30	8029
1	6	E11	M	02:37:22.69	0.034	02:38:18.45	472	02:39:15.66	8547
1	6	E12	M	02:37:23.01	0.034	02:38:18.82	456	02:39:16.02	7785
1	6	F01	M	02:37:25.77	0.038	02:38:21.62	450	02:39:18.83	7813
1	6	F02	M	02:37:26.09	0.037	02:38:21.98	474	02:39:19.19	7250
1	6	F03	M	02:37:26.41	0.037	02:38:22.34	422	02:39:19.55	7516
1	6	F04	M	02:37:26.73	0.045	02:38:22.70	412	02:39:19.91	6934
1	6	F05	M	02:37:27.05	0.035	02:38:23.06	406	02:39:20.27	7763
1	6	F06	M	02:37:27.37	0.035	02:38:23.42	416	02:39:20.63	7791
1	6	F07	M	02:37:27.69	0.036	02:38:23.78	442	02:39:20.99	7612
1	6	F08	M	02:37:28.01	0.037	02:38:24.14	412	02:39:21.35	7510
1	6	F09	M	02:37:28.33	0.036	02:38:24.50	444	02:39:21.71	7909
1	6	F10	M	02:37:28.65	0.050	02:38:24.86	484	02:39:22.08	8575
1	6	F11	M	02:37:28.97	0.034	02:38:25.22	534	02:39:22.44	7941
1	6	F12	M	02:37:29.29	0.039	02:38:25.59	448	02:39:22.80	8115
1	6	G01	Bl	02:37:32.05	0.038	02:38:28.39	358	02:39:25.60	7420
1	6	G02	Bl	02:37:32.37	0.037	02:38:28.75	400	02:39:25.96	7498
1	6	G03	Bl	02:37:32.69	0.038	02:38:29.11	376	02:39:26.33	7324
1	7	A01	M	03:08:08.95	0.083	03:09:02.47	446	03:09:59.68	6041
1	7	A02	M	03:08:09.27	0.078	03:09:02.83	500	03:10:00.04	6450
1	7	A03	M	03:08:09.59	0.080	03:09:03.19	464	03:10:00.40	6378
1	7	A04	M	03:08:09.91	0.091	03:09:03.55	432	03:10:00.76	5645
1	7	A05	M	03:08:10.23	0.083	03:09:03.91	456	03:10:01.12	6281
1	7	A06	M	03:08:10.55	0.081	03:09:04.27	464	03:10:01.48	6386
1	7	A07	M	03:08:10.87	0.080	03:09:04.63	542	03:10:01.84	6279
1	7	A08	M	03:08:11.19	0.084	03:09:04.99	654	03:10:02.21	5927
1	7	A09	M	03:08:11.51	0.081	03:09:05.35	510	03:10:02.57	6089
1	7	A10	M	03:08:11.83	0.085	03:09:05.71	454	03:10:02.93	5967
1	7	A11	M	03:08:12.15	0.079	03:09:06.08	494	03:10:03.29	6674
1	7	A12	M	03:08:12.47	0.079	03:09:06.44	452	03:10:03.65	6071
1	7	B01	M	03:08:15.23	0.087	03:09:09.24	438	03:10:06.46	5987
1	7	B02	M	03:08:15.55	0.082	03:09:09.60	450	03:10:06.82	6229
1	7	B03	M	03:08:15.87	0.082	03:09:09.96	444	03:10:07.18	6115
1	7	B04	M	03:08:16.19	0.090	03:09:10.32	448	03:10:07.54	5783
1	7	B05	M	03:08:16.51	0.085	03:09:10.69	536	03:10:07.90	5965
1	7	B06	M	03:08:16.83	0.085	03:09:11.05	474	03:10:08.26	6033
1	7	B07	M	03:08:17.15	0.089	03:09:11.41	478	03:10:08.62	5979
1	7	B08	M	03:08:17.47	0.084	03:09:11.77	494	03:10:08.98	5741
1	7	B09	M	03:08:17.79	0.083	03:09:12.13	490	03:10:09.34	6071
1	7	B10	M	03:08:18.11	0.086	03:09:12.49	492	03:10:09.71	5813
1	7	B11	M	03:08:18.43	0.082	03:09:12.85	470	03:10:10.07	5881
1	7	B12	M	03:08:18.75	0.081	03:09:13.21	500	03:10:10.43	5675
1	7	C01	M	03:08:21.51	0.092	03:09:16.02	476	03:10:13.24	5759
1	7	C02	M	03:08:21.83	0.084	03:09:16.38	468	03:10:13.60	6295
1	7	C03	M	03:08:22.15	0.087	03:09:16.74	452	03:10:13.96	5947
1	7	C04	M	03:08:22.47	0.098	03:09:17.10	454	03:10:14.32	5475
1	7	C05	M	03:08:22.79	0.092	03:09:17.46	456	03:10:14.68	5909
1	7	C06	M	03:08:23.11	0.093	03:09:17.82	478	03:10:15.04	5735
1	7	C07	M	03:08:23.43	0.073	03:09:18.18	444	03:10:15.40	5955
1	7	C08	M	03:08:23.75	0.054	03:09:18.54	440	03:10:15.76	7042
1	7	C09	M	03:08:24.07	0.054	03:09:18.90	460	03:10:16.12	6900
1	7	C10	M	03:08:24.39	0.041	03:09:19.27	540	03:10:16.49	7883
1	7	C11	M	03:08:24.71	0.038	03:09:19.63	424	03:10:16.85	8347
1	7	C12	M	03:08:25.05	0.037	03:09:19.99	476	03:10:17.21	8153
1	7	D01	M	03:08:27.81	0.037	03:09:22.79	422	03:10:20.02	7795
1	7	D02	M	03:08:28.13	0.035	03:09:23.15	440	03:10:20.38	8253
1	7	D03	M	03:08:28.45	0.037	03:09:23.52	434	03:10:20.74	7799
1	7	D04	M	03:08:28.77	0.043	03:09:23.88	408	03:10:21.10	7829
1	7	D05	M	03:08:29.09	0.034	03:09:24.24	412	03:10:21.46	8007
1	7	D06	M	03:08:29.41	0.035	03:09:24.60	382	03:10:21.82	8339
1	7	D07	M	03:08:29.73	0.037	03:09:24.96	546	03:10:22.18	8139
1	7	D08	M	03:08:30.05	0.036	03:09:25.32	502	03:10:22.54	8241
1	7	D09	M	03:08:30.37	0.035	03:09:25.68	492	03:10:22.90	8835
1	7	D10	M	03:08:30.69	0.038	03:09:26.04	512	03:10:23.26	8089
1	7	D11	M	03:08:31.01	0.037	03:09:26.40	688	03:10:23.63	8055
1	7	D12	M	03:08:31.33	0.034	03:09:26.76	550	03:10:23.99	8359
1	7	E01	M	03:08:34.09	0.039	03:09:29.57	438	03:10:26.79	7670
1	7	E02	M	03:08:34.41	0.037	03:09:29.93	508	03:10:27.15	8495
1	7	E03	M	03:08:34.73	0.044	03:09:30.29	410	03:10:27.51	7953
1	7	E04	M	03:08:35.05	0.045	03:09:30.65	420	03:10:27.88	7398
1	7	E05	M	03:08:35.37	0.036	03:09:31.01	444	03:10:28.24	8137
1	7	E06	M	03:08:35.69	0.035	03:09:31.37	426	03:10:28.60	8247
1	7	E07	M	03:08:36.01	0.037	03:09:31.73	424	03:10:28.96	7787
1	7	E08	M	03:08:36.33	0.035	03:09:32.09	398	03:10:29.32	8091
1	7	E09	M	03:08:36.65	0.034	03:09:32.45	464	03:10:29.68	8757
1	7	E10	M	03:08:36.97	0.037	03:09:32.81	438	03:10:30.04	8391
1	7	E11	M	03:08:37.29	0.035	03:09:33.17	508	03:10:30.40	8547
1	7	E12	M	03:08:37.61	0.034	03:09:33.54	482	03:10:30.76	8235
1	7	F01	M	03:08:40.37	0.039	03:09:36.34	416	03:10:33.57	8013
1	7	F02	M	03:08:40.69	0.037	03:09:36.70	416	03:10:33.93	7835
1	7	F03	M	03:08:41.01	0.037	03:09:37.06	418	03:10:34.29	7867
1	7	F04	M	03:08:41.33	0.046	03:09:37.42	464	03:10:34.65	7110
1	7	F05	M	03:08:41.65	0.035	03:09:37.78	380	03:10:35.01	8051
1	7	F06	M	03:08:41.97	0.035	03:09:38.14	398	03:10:35.37	8165
1	7	F07	M	03:08:42.29	0.036	03:09:38.50	436	03:10:35.73	7887
1	7	F08	M	03:08:42.61	0.038	03:09:38.87	442	03:10:36.09	8007
1	7	F09	M	03:08:42.93	0.035	03:09:39.23	412	03:10:36.46	8171
1	7	F10	M	03:08:43.25	0.041	03:09:39.59	416	03:10:36.82	8389
1	7	F11	M	03:08:43.57	0.034	03:09:39.95	508	03:10:37.18	8121
1	7	F12	M	03:08:43.89	0.039	03:09:40.31	390	03:10:37.54	8551
1	7	G01	Bl	03:08:46.65	0.039	03:09:43.12	370	03:10:40.34	7494
1	7	G02	Bl	03:08:46.97	0.037	03:09:43.48	366	03:10:40.71	7829
1	7	G03	Bl	03:08:47.29	0.037	03:09:43.84	362	03:10:41.07	7484
1	8	A01	M	03:39:23.68	0.095	03:40:17.08	464	03:41:14.19	5743
1	8	A02	M	03:39:24.00	0.091	03:40:17.44	460	03:41:14.55	5793
1	8	A03	M	03:39:24.32	0.091	03:40:17.80	484	03:41:14.91	5961
1	8	A04	M	03:39:24.64	0.102	03:40:18.16	478	03:41:15.27	5373
1	8	A05	M	03:39:24.96	0.094	03:40:18.52	506	03:41:15.63	6027
1	8	A06	M	03:39:25.28	0.094	03:40:18.88	488	03:41:15.99	5887
1	8	A07	M	03:39:25.60	0.093	03:40:19.24	580	03:41:16.35	5785
1	8	A08	M	03:39:25.92	0.097	03:40:19.60	616	03:41:16.72	5555
1	8	A09	M	03:39:26.24	0.093	03:40:19.96	500	03:41:17.08	5721
1	8	A10	M	03:39:26.56	0.097	03:40:20.32	484	03:41:17.44	5475
1	8	A11	M	03:39:26.88	0.095	03:40:20.69	502	03:41:17.80	6157
1	8	A12	M	03:39:27.20	0.092	03:40:21.05	512	03:41:18.16	5813
1	8	B01	M	03:39:29.96	0.099	03:40:23.85	454	03:41:20.97	5453
1	8	B02	M	03:39:30.28	0.093	03:40:24.21	472	03:41:21.33	5929
1	8	B03	M	03:39:30.60	0.093	03:40:24.57	434	03:41:21.69	5905
1	8	B04	M	03:39:30.92	0.100	03:40:24.93	462	03:41:22.05	5415
1	8	B05	M	03:39:31.24	0.096	03:40:25.29	514	03:41:22.41	5603
1	8	B06	M	03:39:31.56	0.097	03:40:25.65	500	03:41:22.77	5559
1	8	B07	M	03:39:31.88	0.101	03:40:26.01	478	03:41:23.13	5491
1	8	B08	M	03:39:32.20	0.096	03:40:26.37	520	03:41:23.49	5565
1	8	B09	M	03:39:32.52	0.095	03:40:26.74	522	03:41:23.86	5899
1	8	B10	M	03:39:32.84	0.098	03:40:27.10	514	03:41:24.22	5487
1	8	B11	M	03:39:33.16	0.092	03:40:27.46	512	03:41:24.58	5585
1	8	B12	M	03:39:33.48	0.093	03:40:27.82	500	03:41:24.94	5641
1	8	C01	M	03:39:36.24	0.104	03:40:30.63	516	03:41:27.75	5263
1	8	C02	M	03:39:36.56	0.096	03:40:30.99	454	03:41:28.11	5927
1	8	C03	M	03:39:36.88	0.099	03:40:31.35	484	03:41:28.47	5607
1	8	C04	M	03:39:37.20	0.111	03:40:31.71	484	03:41:28.83	5089
1	8	C05	M	03:39:37.52	0.105	03:40:32.07	506	03:41:29.19	5479
1	8	C06	M	03:39:37.84	0.105	03:40:32.43	500	03:41:29.55	5359
1	8	C07	M	03:39:38.16	0.083	03:40:32.79	500	03:41:29.91	5429
1	8	C08	M	03:39:38.48	0.062	03:40:33.15	462	03:41:30.27	6612
1	8	C09	M	03:39:38.80	0.062	03:40:33.51	468	03:41:30.63	6386
1	8	C10	M	03:39:39.12	0.041	03:40:33.87	504	03:41:31.00	7873
1	8	C11	M	03:39:39.44	0.038	03:40:34.23	466	03:41:31.36	8267
1	8	C12	M	03:39:39.76	0.038	03:40:34.59	452	03:41:31.72	8155
1	8	D01	M	03:39:42.52	0.037	03:40:37.40	382	03:41:34.52	7686
1	8	D02	M	03:39:42.84	0.035	03:40:37.76	386	03:41:34.88	8075
1	8	D03	M	03:39:43.16	0.037	03:40:38.12	400	03:41:35.24	7895
1	8	D04	M	03:39:43.48	0.043	03:40:38.48	390	03:41:35.61	7726
1	8	D05	M	03:39:43.80	0.034	03:40:38.84	422	03:41:35.97	7967
1	8	D06	M	03:39:44.12	0.035	03:40:39.21	364	03:41:36.33	8329
1	8	D07	M	03:39:44.44	0.037	03:40:39.57	474	03:41:36.69	8439
1	8	D08	M	03:39:44.76	0.035	03:40:39.93	524	03:41:37.05	8175
1	8	D09	M	03:39:45.08	0.034	03:40:40.29	492	03:41:37.41	8587
1	8	D10	M	03:39:45.40	0.039	03:40:40.65	534	03:41:37.77	7867
1	8	D11	M	03:39:45.72	0.038	03:40:41.01	692	03:41:38.13	7889
1	8	D12	M	03:39:46.04	0.036	03:40:41.37	506	03:41:38.50	8237
1	8	E01	M	03:39:48.80	0.038	03:40:44.18	396	03:41:41.30	7664
1	8	E02	M	03:39:49.12	0.037	03:40:44.54	470	03:41:41.66	8427
1	8	E03	M	03:39:49.44	0.044	03:40:44.90	394	03:41:42.02	7997
1	8	E04	M	03:39:49.76	0.046	03:40:45.26	404	03:41:42.38	7586
1	8	E05	M	03:39:50.08	0.036	03:40:45.62	422	03:41:42.74	8197
1	8	E06	M	03:39:50.40	0.035	03:40:45.98	416	03:41:43.10	8313
1	8	E07	M	03:39:50.72	0.037	03:40:46.34	392	03:41:43.46	7670
1	8	E08	M	03:39:51.04	0.035	03:40:46.70	394	03:41:43.83	8309
1	8	E09	M	03:39:51.36	0.034	03:40:47.06	406	03:41:44.19	8355
1	8	E10	M	03:39:51.68	0.035	03:40:47.43	446	03:41:44.55	8373
1	8	E11	M	03:39:52.00	0.034	03:40:47.79	442	03:41:44.91	8523
1	8	E12	M	03:39:52.32	0.034	03:40:48.15	488	03:41:45.27	8217
1	8	F01	M	03:39:55.08	0.039	03:40:50.95	378	03:41:48.08	7969
1	8	F02	M	03:39:55.40	0.038	03:40:51.31	404	03:41:48.44	7438
1	8	F03	M	03:39:55.72	0.037	03:40:51.67	386	03:41:48.80	7885
1	8	F04	M	03:39:56.04	0.048	03:40:52.03	420	03:41:49.16	6970
1	8	F05	M	03:39:56.36	0.035	03:40:52.39	430	03:41:49.52	7923
1	8	F06	M	03:39:56.68	0.034	03:40:52.76	372	03:41:49.88	7967
1	8	F07	M	03:39:57.00	0.036	03:40:53.12	408	03:41:50.24	7883
1	8	F08	M	03:39:57.32	0.039	03:40:53.48	426	03:41:50.60	8005
1	8	F09	M	03:39:57.64	0.035	03:40:53.84	380	03:41:50.96	8133
1	8	F10	M	03:39:57.96	0.041	03:40:54.20	442	03:41:51.33	8321
1	8	F11	M	03:39:58.28	0.034	03:40:54.56	498	03:41:51.69	7951
1	8	F12	M	03:39:58.60	0.039	03:40:54.92	394	03:41:52.05	8361
1	8	G01	Bl	03:40:01.36	0.039	03:40:57.73	372	03:41:54.85	7564
1	8	G02	Bl	03:40:01.68	0.037	03:40:58.09	342	03:41:55.21	7642
1	8	G03	Bl	03:40:02.00	0.038	03:40:58.45	346	03:41:55.58	7596
1	9	A01	M	04:10:38.19	0.104	04:11:31.69	446	04:12:28.80	5453
1	9	A02	M	04:10:38.51	0.101	04:11:32.05	518	04:12:29.16	5599
1	9	A03	M	04:10:38.83	0.102	04:11:32.41	538	04:12:29.52	5777
1	9	A04	M	04:10:39.15	0.112	04:11:32.77	476	04:12:29.88	5207
1	9	A05	M	04:10:39.47	0.105	04:11:33.13	528	04:12:30.25	5437
1	9	A06	M	04:10:39.79	0.103	04:11:33.49	518	04:12:30.61	5493
1	9	A07	M	04:10:40.11	0.102	04:11:33.85	610	04:12:30.97	5389
1	9	A08	M	04:10:40.43	0.107	04:11:34.21	680	04:12:31.33	5215
1	9	A09	M	04:10:40.75	0.103	04:11:34.57	546	04:12:31.69	5293
1	9	A10	M	04:10:41.07	0.108	04:11:34.94	508	04:12:32.05	5205
1	9	A11	M	04:10:41.39	0.101	04:11:35.30	500	04:12:32.41	5877
1	9	A12	M	04:10:41.71	0.101	04:11:35.66	502	04:12:32.77	5495
1	9	B01	M	04:10:44.47	0.108	04:11:38.46	484	04:12:35.58	5299
1	9	B02	M	04:10:44.79	0.103	04:11:38.82	466	04:12:35.94	5445
1	9	B03	M	04:10:45.11	0.103	04:11:39.18	498	04:12:36.30	5515
1	9	B04	M	04:10:45.43	0.109	04:11:39.55	534	04:12:36.66	5235
1	9	B05	M	04:10:45.75	0.107	04:11:39.91	500	04:12:37.02	5313
1	9	B06	M	04:10:46.07	0.107	04:11:40.27	528	04:12:37.38	5293
1	9	B07	M	04:10:46.39	0.109	04:11:40.63	518	04:12:37.75	5331
1	9	B08	M	04:10:46.71	0.106	04:11:40.99	494	04:12:38.11	5095
1	9	B09	M	04:10:47.03	0.104	04:11:41.35	494	04:12:38.47	5459
1	9	B10	M	04:10:47.35	0.107	04:11:41.71	496	04:12:38.83	5241
1	9	B11	M	04:10:47.67	0.103	04:11:42.07	526	04:12:39.19	5299
1	9	B12	M	04:10:47.99	0.103	04:11:42.43	524	04:12:39.55	5149
1	9	C01	M	04:10:50.75	0.114	04:11:45.24	556	04:12:42.36	5013
1	9	C02	M	04:10:51.07	0.106	04:11:45.60	526	04:12:42.72	5539
1	9	C03	M	04:10:51.39	0.109	04:11:45.96	548	04:12:43.08	5311
1	9	C04	M	04:10:51.71	0.121	04:11:46.32	566	04:12:43.44	4841
1	9	C05	M	04:10:52.03	0.117	04:11:46.68	534	04:12:43.80	5099
1	9	C06	M	04:10:52.35	0.115	04:11:47.04	588	04:12:44.16	5149
1	9	C07	M	04:10:52.67	0.091	04:11:47.40	528	04:12:44.52	5077
1	9	C08	M	04:10:52.99	0.069	04:11:47.76	430	04:12:44.88	6313
1	9	C09	M	04:10:53.31	0.069	04:11:48.13	496	04:12:45.25	6191
1	9	C10	M	04:10:53.63	0.041	04:11:48.49	528	04:12:45.61	7923
1	9	C11	M	04:10:53.95	0.038	04:11:48.85	430	04:12:45.97	8149
1	9	C12	M	04:10:54.27	0.037	04:11:49.21	414	04:12:46.33	7985
1	9	D01	M	04:10:57.03	0.037	04:11:52.01	364	04:12:49.14	7296
1	9	D02	M	04:10:57.35	0.035	04:11:52.37	432	04:12:49.50	8141
1	9	D03	M	04:10:57.67	0.037	04:11:52.73	412	04:12:49.86	7841
1	9	D04	M	04:10:57.99	0.044	04:11:53.09	410	04:12:50.22	7608
1	9	D05	M	04:10:58.31	0.034	04:11:53.46	382	04:12:50.58	7767
1	9	D06	M	04:10:58.63	0.035	04:11:53.82	388	04:12:50.94	8111
1	9	D07	M	04:10:58.95	0.038	04:11:54.18	504	04:12:51.30	8077
1	9	D08	M	04:10:59.27	0.035	04:11:54.54	426	04:12:51.66	8029
1	9	D09	M	04:10:59.59	0.034	04:11:54.90	464	04:12:52.02	8375
1	9	D10	M	04:10:59.91	0.040	04:11:55.26	510	04:12:52.39	7781
1	9	D11	M	04:11:00.23	0.037	04:11:55.62	624	04:12:52.75	7903
1	9	D12	M	04:11:00.55	0.037	04:11:55.98	508	04:12:53.11	8035
1	9	E01	M	04:11:03.31	0.039	04:11:58.79	410	04:12:55.91	7648
1	9	E02	M	04:11:03.63	0.037	04:11:59.15	424	04:12:56.27	8345
1	9	E03	M	04:11:03.95	0.044	04:11:59.51	422	04:12:56.63	7905
1	9	E04	M	04:11:04.27	0.046	04:11:59.87	438	04:12:57.00	7318
1	9	E05	M	04:11:04.59	0.036	04:12:00.23	426	04:12:57.36	8023
1	9	E06	M	04:11:04.91	0.035	04:12:00.59	426	04:12:57.72	8301
1	9	E07	M	04:11:05.23	0.037	04:12:00.95	476	04:12:58.08	7576
