Plate	Repeat	Well	Type	Time	Absorbance @ 600 (A)	Time	GFP (Counts)	Time	mCherry (Counts)
1	9	E08	M	04:11:05.55	0.034	04:12:01.31	464	04:12:58.44	8121
1	9	E09	M	04:11:05.87	0.034	04:12:01.67	386	04:12:58.80	8403
1	9	E10	M	04:11:06.19	0.035	04:12:02.04	450	04:12:59.16	8301
1	9	E11	M	04:11:06.51	0.034	04:12:02.40	486	04:12:59.52	8427
1	9	E12	M	04:11:06.83	0.034	04:12:02.76	492	04:12:59.88	8089
1	9	F01	M	04:11:09.59	0.040	04:12:05.56	344	04:13:02.69	7855
1	9	F02	M	04:11:09.91	0.037	04:12:05.92	414	04:13:03.05	7492
1	9	F03	M	04:11:10.23	0.036	04:12:06.28	430	04:13:03.41	7799
1	9	F04	M	04:11:10.55	0.047	04:12:06.65	484	04:13:03.77	6946
1	9	F05	M	04:11:10.87	0.035	04:12:07.01	382	04:13:04.13	7957
1	9	F06	M	04:11:11.19	0.035	04:12:07.37	378	04:13:04.49	7803
1	9	F07	M	04:11:11.51	0.036	04:12:07.73	386	04:13:04.85	7738
1	9	F08	M	04:11:11.83	0.038	04:12:08.09	446	04:13:05.22	7736
1	9	F09	M	04:11:12.15	0.034	04:12:08.45	390	04:13:05.58	8093
1	9	F10	M	04:11:12.47	0.047	04:12:08.81	458	04:13:05.94	8295
1	9	F11	M	04:11:12.79	0.034	04:12:09.17	518	04:13:06.30	8001
1	9	F12	M	04:11:13.11	0.039	04:12:09.53	404	04:13:06.66	8435
1	9	G01	Bl	04:11:15.87	0.039	04:12:12.34	344	04:13:09.47	7164
1	9	G02	Bl	04:11:16.19	0.036	04:12:12.70	346	04:13:09.83	7612
1	9	G03	Bl	04:11:16.51	0.038	04:12:13.06	316	04:13:10.19	7666
1	10	A01	M	04:41:52.80	0.110	04:42:46.20	486	04:43:43.42	5059
1	10	A02	M	04:41:53.12	0.109	04:42:46.56	536	04:43:43.78	5351
1	10	A03	M	04:41:53.44	0.111	04:42:46.92	540	04:43:44.14	5311
1	10	A04	M	04:41:53.76	0.120	04:42:47.28	564	04:43:44.50	4811
1	10	A05	M	04:41:54.08	0.114	04:42:47.64	556	04:43:44.86	5313
1	10	A06	M	04:41:54.40	0.111	04:42:48.00	562	04:43:45.23	5171
1	10	A07	M	04:41:54.72	0.112	04:42:48.36	644	04:43:45.59	4975
1	10	A08	M	04:41:55.04	0.114	04:42:48.72	678	04:43:45.95	4849
1	10	A09	M	04:41:55.36	0.113	04:42:49.09	610	04:43:46.31	4919
1	10	A10	M	04:41:55.68	0.116	04:42:49.45	496	04:43:46.67	4865
1	10	A11	M	04:41:56.00	0.110	04:42:49.81	512	04:43:47.03	5537
1	10	A12	M	04:41:56.32	0.108	04:42:50.17	464	04:43:47.39	5089
1	10	B01	M	04:41:59.08	0.115	04:42:52.98	522	04:43:50.20	5007
1	10	B02	M	04:41:59.40	0.110	04:42:53.34	498	04:43:50.56	5255
1	10	B03	M	04:41:59.72	0.112	04:42:53.70	580	04:43:50.92	5167
1	10	B04	M	04:42:00.04	0.118	04:42:54.06	536	04:43:51.28	5001
1	10	B05	M	04:42:00.36	0.117	04:42:54.42	548	04:43:51.64	5021
1	10	B06	M	04:42:00.68	0.114	04:42:54.78	516	04:43:52.00	5113
1	10	B07	M	04:42:01.00	0.116	04:42:55.14	574	04:43:52.37	5143
1	10	B08	M	04:42:01.32	0.112	04:42:55.50	566	04:43:52.73	4945
1	10	B09	M	04:42:01.64	0.111	04:42:55.86	620	04:43:53.09	5313
1	10	B10	M	04:42:01.96	0.115	04:42:56.23	616	04:43:53.45	4881
1	10	B11	M	04:42:02.28	0.110	04:42:56.59	524	04:43:53.81	5011
1	10	B12	M	04:42:02.60	0.110	04:42:56.95	554	04:43:54.17	5015
1	10	C01	M	04:42:05.36	0.122	04:42:59.75	600	04:43:56.98	4897
1	10	C02	M	04:42:05.68	0.114	04:43:00.11	574	04:43:57.34	5283
1	10	C03	M	04:42:06.00	0.117	04:43:00.48	550	04:43:57.70	4991
1	10	C04	M	04:42:06.32	0.131	04:43:00.84	608	04:43:58.06	4523
1	10	C05	M	04:42:06.64	0.125	04:43:01.20	586	04:43:58.42	4955
1	10	C06	M	04:42:06.96	0.123	04:43:01.56	596	04:43:58.78	4791
1	10	C07	M	04:42:07.28	0.098	04:43:01.92	594	04:43:59.14	5029
1	10	C08	M	04:42:07.60	0.074	04:43:02.28	468	04:43:59.51	5903
1	10	C09	M	04:42:07.92	0.074	04:43:02.64	490	04:43:59.87	5957
1	10	C10	M	04:42:08.24	0.041	04:43:03.00	508	04:44:00.23	7676
1	10	C11	M	04:42:08.56	0.038	04:43:03.36	452	04:44:00.59	7981
1	10	C12	M	04:42:08.88	0.037	04:43:03.73	440	04:44:00.95	7855
1	10	D01	M	04:42:11.64	0.038	04:43:06.53	368	04:44:03.76	7348
1	10	D02	M	04:42:11.96	0.035	04:43:06.89	398	04:44:04.12	7981
1	10	D03	M	04:42:12.28	0.037	04:43:07.25	368	04:44:04.48	7825
1	10	D04	M	04:42:12.60	0.044	04:43:07.61	360	04:44:04.84	7574
1	10	D05	M	04:42:12.92	0.034	04:43:07.97	392	04:44:05.20	7887
1	10	D06	M	04:42:13.24	0.035	04:43:08.33	358	04:44:05.56	8015
1	10	D07	M	04:42:13.56	0.038	04:43:08.70	384	04:44:05.93	8035
1	10	D08	M	04:42:13.88	0.035	04:43:09.06	454	04:44:06.29	7895
1	10	D09	M	04:42:14.20	0.034	04:43:09.42	448	04:44:06.65	8361
1	10	D10	M	04:42:14.52	0.038	04:43:09.78	546	04:44:07.01	7644
1	10	D11	M	04:42:14.84	0.038	04:43:10.14	582	04:44:07.37	7797
1	10	D12	M	04:42:15.16	0.037	04:43:10.50	474	04:44:07.73	7771
1	10	E01	M	04:42:17.92	0.040	04:43:13.31	370	04:44:10.54	7789
1	10	E02	M	04:42:18.24	0.037	04:43:13.67	414	04:44:10.90	8107
1	10	E03	M	04:42:18.56	0.045	04:43:14.03	400	04:44:11.26	7815
1	10	E04	M	04:42:18.88	0.047	04:43:14.39	368	04:44:11.62	7300
1	10	E05	M	04:42:19.20	0.036	04:43:14.75	368	04:44:11.98	8087
1	10	E06	M	04:42:19.52	0.034	04:43:15.11	368	04:44:12.34	8135
1	10	E07	M	04:42:19.84	0.038	04:43:15.47	380	04:44:12.70	7578
1	10	E08	M	04:42:20.16	0.034	04:43:15.83	352	04:44:13.07	8287
1	10	E09	M	04:42:20.48	0.034	04:43:16.19	366	04:44:13.43	8463
1	10	E10	M	04:42:20.80	0.036	04:43:16.56	400	04:44:13.79	8085
1	10	E11	M	04:42:21.12	0.034	04:43:16.92	434	04:44:14.15	8141
1	10	E12	M	04:42:21.44	0.034	04:43:17.28	454	04:44:14.51	8157
1	10	F01	M	04:42:24.20	0.041	04:43:20.08	366	04:44:17.32	7813
1	10	F02	M	04:42:24.52	0.037	04:43:20.44	384	04:44:17.68	7334
1	10	F03	M	04:42:24.84	0.036	04:43:20.81	386	04:44:18.04	7582
1	10	F04	M	04:42:25.16	0.049	04:43:21.17	452	04:44:18.40	7004
1	10	F05	M	04:42:25.48	0.036	04:43:21.53	324	04:44:18.76	7923
1	10	F06	M	04:42:25.80	0.034	04:43:21.89	370	04:44:19.12	7833
1	10	F07	M	04:42:26.12	0.035	04:43:22.25	376	04:44:19.48	7883
1	10	F08	M	04:42:26.44	0.039	04:43:22.61	402	04:44:19.85	7692
1	10	F09	M	04:42:26.76	0.033	04:43:22.97	356	04:44:20.21	8083
1	10	F10	M	04:42:27.08	0.042	04:43:23.33	450	04:44:20.57	8439
1	10	F11	M	04:42:27.40	0.034	04:43:23.69	502	04:44:20.93	7993
1	10	F12	M	04:42:27.72	0.039	04:43:24.05	366	04:44:21.29	8371
1	10	G01	Bl	04:42:30.48	0.040	04:43:26.86	324	04:44:24.10	7268
1	10	G02	Bl	04:42:30.80	0.036	04:43:27.22	306	04:44:24.46	7638
1	10	G03	Bl	04:42:31.12	0.038	04:43:27.58	312	04:44:24.82	7394
1	11	A01	M	05:13:06.94	0.117	05:14:00.44	538	05:14:57.55	4581
1	11	A02	M	05:13:07.26	0.118	05:14:00.80	566	05:14:57.91	4859
1	11	A03	M	05:13:07.58	0.120	05:14:01.16	562	05:14:58.27	4899
1	11	A04	M	05:13:07.90	0.128	05:14:01.52	576	05:14:58.63	4501
1	11	A05	M	05:13:08.22	0.122	05:14:01.88	592	05:14:58.99	4921
1	11	A06	M	05:13:08.54	0.120	05:14:02.24	600	05:14:59.35	4909
1	11	A07	M	05:13:08.86	0.122	05:14:02.60	676	05:14:59.72	4825
1	11	A08	M	05:13:09.18	0.124	05:14:02.96	742	05:15:00.08	4434
1	11	A09	M	05:13:09.50	0.121	05:14:03.32	612	05:15:00.44	4525
1	11	A10	M	05:13:09.82	0.123	05:14:03.68	570	05:15:00.80	4713
1	11	A11	M	05:13:10.14	0.118	05:14:04.05	542	05:15:01.16	5139
1	11	A12	M	05:13:10.46	0.116	05:14:04.41	506	05:15:01.52	4719
1	11	B01	M	05:13:13.22	0.123	05:14:07.21	496	05:15:04.33	4739
1	11	B02	M	05:13:13.54	0.122	05:14:07.57	542	05:15:04.69	4739
1	11	B03	M	05:13:13.86	0.123	05:14:07.93	592	05:15:05.05	4813
1	11	B04	M	05:13:14.18	0.129	05:14:08.29	562	05:15:05.41	4452
1	11	B05	M	05:13:14.50	0.126	05:14:08.65	626	05:15:05.77	4839
1	11	B06	M	05:13:14.82	0.123	05:14:09.01	594	05:15:06.13	4527
1	11	B07	M	05:13:15.14	0.127	05:14:09.38	592	05:15:06.50	4593
1	11	B08	M	05:13:15.46	0.122	05:14:09.74	618	05:15:06.86	4673
1	11	B09	M	05:13:15.78	0.119	05:14:10.10	640	05:15:07.22	4891
1	11	B10	M	05:13:16.10	0.124	05:14:10.46	628	05:15:07.58	4707
1	11	B11	M	05:13:16.42	0.118	05:14:10.82	636	05:15:07.94	4797
1	11	B12	M	05:13:16.74	0.118	05:14:11.18	606	05:15:08.30	4597
1	11	C01	M	05:13:19.50	0.129	05:14:13.99	592	05:15:11.11	4671
1	11	C02	M	05:13:19.82	0.123	05:14:14.35	576	05:15:11.47	5029
1	11	C03	M	05:13:20.14	0.127	05:14:14.71	590	05:15:11.83	4633
1	11	C04	M	05:13:20.46	0.139	05:14:15.07	584	05:15:12.19	4360
1	11	C05	M	05:13:20.78	0.133	05:14:15.43	644	05:15:12.55	4619
1	11	C06	M	05:13:21.10	0.131	05:14:15.79	674	05:15:12.91	4581
1	11	C07	M	05:13:21.42	0.104	05:14:16.15	642	05:15:13.27	4635
1	11	C08	M	05:13:21.74	0.080	05:14:16.51	548	05:15:13.64	5647
1	11	C09	M	05:13:22.06	0.078	05:14:16.87	594	05:15:14.00	5535
1	11	C10	M	05:13:22.38	0.042	05:14:17.23	434	05:15:14.36	7632
1	11	C11	M	05:13:22.70	0.039	05:14:17.60	394	05:15:14.72	7907
1	11	C12	M	05:13:23.02	0.038	05:14:17.96	416	05:15:15.08	7722
1	11	D01	M	05:13:25.78	0.039	05:14:20.76	372	05:15:17.89	7376
1	11	D02	M	05:13:26.10	0.035	05:14:21.12	412	05:15:18.25	7783
1	11	D03	M	05:13:26.42	0.037	05:14:21.48	354	05:15:18.61	7753
1	11	D04	M	05:13:26.74	0.045	05:14:21.84	394	05:15:18.97	7364
1	11	D05	M	05:13:27.06	0.035	05:14:22.21	366	05:15:19.33	7989
1	11	D06	M	05:13:27.38	0.035	05:14:22.57	388	05:15:19.69	8027
1	11	D07	M	05:13:27.70	0.039	05:14:22.93	442	05:15:20.06	8149
1	11	D08	M	05:13:28.02	0.036	05:14:23.29	462	05:15:20.42	7728
1	11	D09	M	05:13:28.34	0.035	05:14:23.65	432	05:15:20.78	8283
1	11	D10	M	05:13:28.66	0.039	05:14:24.01	482	05:15:21.14	7664
1	11	D11	M	05:13:28.98	0.038	05:14:24.37	586	05:15:21.50	7618
1	11	D12	M	05:13:29.30	0.038	05:14:24.73	482	05:15:21.86	7726
1	11	E01	M	05:13:32.06	0.041	05:14:27.54	382	05:15:24.67	7314
1	11	E02	M	05:13:32.38	0.037	05:14:27.90	428	05:15:25.03	8053
1	11	E03	M	05:13:32.70	0.045	05:14:28.26	404	05:15:25.39	7606
1	11	E04	M	05:13:33.02	0.049	05:14:28.62	412	05:15:25.75	6928
1	11	E05	M	05:13:33.34	0.037	05:14:28.98	436	05:15:26.11	7949
1	11	E06	M	05:13:33.66	0.035	05:14:29.34	408	05:15:26.48	8049
1	11	E07	M	05:13:33.98	0.039	05:14:29.70	396	05:15:26.84	7326
1	11	E08	M	05:13:34.30	0.035	05:14:30.06	392	05:15:27.21	7783
1	11	E09	M	05:13:34.62	0.035	05:14:30.43	360	05:15:27.57	7957
1	11	E10	M	05:13:34.94	0.038	05:14:30.79	410	05:15:27.93	7861
1	11	E11	M	05:13:35.26	0.035	05:14:31.15	436	05:15:28.29	8097
1	11	E12	M	05:13:35.58	0.035	05:14:31.51	458	05:15:28.65	7757
1	11	F01	M	05:13:38.34	0.043	05:14:34.32	368	05:15:31.46	7550
1	11	F02	M	05:13:38.66	0.038	05:14:34.68	360	05:15:31.82	7302
1	11	F03	M	05:13:38.98	0.037	05:14:35.04	386	05:15:32.18	7532
1	11	F04	M	05:13:39.30	0.050	05:14:35.40	420	05:15:32.54	6690
1	11	F05	M	05:13:39.62	0.036	05:14:35.76	350	05:15:32.90	7905
1	11	F06	M	05:13:39.94	0.035	05:14:36.12	364	05:15:33.26	7692
1	11	F07	M	05:13:40.26	0.036	05:14:36.48	360	05:15:33.62	7640
1	11	F08	M	05:13:40.58	0.041	05:14:36.84	366	05:15:33.99	7278
1	11	F09	M	05:13:40.90	0.034	05:14:37.20	348	05:15:34.35	7783
1	11	F10	M	05:13:41.22	0.048	05:14:37.56	718	05:15:34.71	7979
1	11	F11	M	05:13:41.54	0.035	05:14:37.93	482	05:15:35.07	7528
1	11	F12	M	05:13:41.86	0.040	05:14:38.29	392	05:15:35.43	8173
1	11	G01	Bl	05:13:44.62	0.041	05:14:41.09	366	05:15:38.24	7202
1	11	G02	Bl	05:13:44.94	0.037	05:14:41.45	336	05:15:38.60	7592
1	11	G03	Bl	05:13:45.26	0.038	05:14:41.81	354	05:15:38.96	7228
1	12	A01	M	05:44:21.58	0.123	05:45:15.08	510	05:46:12.30	4226
1	12	A02	M	05:44:21.90	0.124	05:45:15.44	568	05:46:12.66	4761
1	12	A03	M	05:44:22.22	0.126	05:45:15.80	578	05:46:13.02	4825
1	12	A04	M	05:44:22.54	0.135	05:45:16.16	584	05:46:13.38	4400
1	12	A05	M	05:44:22.86	0.128	05:45:16.52	596	05:46:13.74	4899
1	12	A06	M	05:44:23.18	0.127	05:45:16.88	566	05:46:14.11	4765
1	12	A07	M	05:44:23.50	0.127	05:45:17.24	698	05:46:14.47	4559
1	12	A08	M	05:44:23.82	0.132	05:45:17.60	738	05:46:14.83	4258
1	12	A09	M	05:44:24.14	0.128	05:45:17.96	570	05:46:15.19	4509
1	12	A10	M	05:44:24.46	0.129	05:45:18.33	556	05:46:15.55	4545
1	12	A11	M	05:44:24.78	0.124	05:45:18.69	542	05:46:15.91	5023
1	12	A12	M	05:44:25.10	0.123	05:45:19.05	520	05:46:16.27	4458
1	12	B01	M	05:44:27.86	0.127	05:45:21.85	508	05:46:19.08	4316
1	12	B02	M	05:44:28.18	0.129	05:45:22.21	542	05:46:19.44	4462
1	12	B03	M	05:44:28.50	0.133	05:45:22.57	616	05:46:19.80	4593
1	12	B04	M	05:44:28.82	0.138	05:45:22.94	626	05:46:20.16	4284
1	12	B05	M	05:44:29.14	0.137	05:45:23.30	560	05:46:20.52	4408
1	12	B06	M	05:44:29.46	0.135	05:45:23.66	568	05:46:20.88	4302
1	12	B07	M	05:44:29.78	0.138	05:45:24.02	582	05:46:21.25	4196
1	12	B08	M	05:44:30.10	0.135	05:45:24.38	558	05:46:21.61	4052
1	12	B09	M	05:44:30.42	0.130	05:45:24.74	624	05:46:21.97	4523
1	12	B10	M	05:44:30.74	0.130	05:45:25.10	594	05:46:22.33	4541
1	12	B11	M	05:44:31.06	0.123	05:45:25.46	620	05:46:22.69	4657
1	12	B12	M	05:44:31.38	0.124	05:45:25.82	572	05:46:23.05	4571
1	12	C01	M	05:44:34.14	0.135	05:45:28.63	670	05:46:25.86	4218
1	12	C02	M	05:44:34.46	0.133	05:45:28.99	578	05:46:26.22	4739
1	12	C03	M	05:44:34.78	0.138	05:45:29.35	626	05:46:26.58	4320
1	12	C04	M	05:44:35.10	0.146	05:45:29.71	674	05:46:26.94	4108
1	12	C05	M	05:44:35.42	0.140	05:45:30.07	668	05:46:27.30	4404
1	12	C06	M	05:44:35.74	0.138	05:45:30.43	736	05:46:27.66	4376
1	12	C07	M	05:44:36.06	0.109	05:45:30.79	730	05:46:28.02	4613
1	12	C08	M	05:44:36.38	0.086	05:45:31.16	606	05:46:28.39	5653
1	12	C09	M	05:44:36.70	0.083	05:45:31.52	572	05:46:28.75	5439
1	12	C10	M	05:44:37.02	0.041	05:45:31.88	448	05:46:29.11	8033
1	12	C11	M	05:44:37.34	0.037	05:45:32.24	402	05:46:29.47	8127
1	12	C12	M	05:44:37.66	0.037	05:45:32.60	414	05:46:29.83	8229
1	12	D01	M	05:44:40.42	0.038	05:45:35.41	370	05:46:32.64	7328
1	12	D02	M	05:44:40.74	0.035	05:45:35.77	390	05:46:33.00	8113
1	12	D03	M	05:44:41.06	0.036	05:45:36.13	388	05:46:33.36	7670
1	12	D04	M	05:44:41.38	0.045	05:45:36.49	402	05:46:33.72	7364
1	12	D05	M	05:44:41.70	0.034	05:45:36.85	378	05:46:34.08	7755
1	12	D06	M	05:44:42.02	0.034	05:45:37.21	384	05:46:34.44	8243
1	12	D07	M	05:44:42.34	0.039	05:45:37.57	456	05:46:34.80	7947
1	12	D08	M	05:44:42.66	0.035	05:45:37.93	446	05:46:35.16	7991
1	12	D09	M	05:44:42.98	0.034	05:45:38.29	462	05:46:35.53	8641
1	12	D10	M	05:44:43.30	0.039	05:45:38.66	470	05:46:35.89	7801
1	12	D11	M	05:44:43.62	0.037	05:45:39.02	582	05:46:36.25	7730
1	12	D12	M	05:44:43.94	0.037	05:45:39.38	448	05:46:36.61	8049
1	12	E01	M	05:44:46.70	0.043	05:45:42.18	404	05:46:39.42	7420
1	12	E02	M	05:44:47.02	0.037	05:45:42.54	382	05:46:39.78	8121
1	12	E03	M	05:44:47.34	0.044	05:45:42.90	384	05:46:40.14	7937
1	12	E04	M	05:44:47.66	0.048	05:45:43.27	398	05:46:40.50	6930
1	12	E05	M	05:44:47.98	0.036	05:45:43.63	418	05:46:40.86	7925
1	12	E06	M	05:44:48.30	0.034	05:45:43.99	376	05:46:41.22	8311
1	12	E07	M	05:44:48.62	0.039	05:45:44.35	464	05:46:41.58	7556
1	12	E08	M	05:44:48.94	0.035	05:45:44.71	374	05:46:41.95	7979
1	12	E09	M	05:44:49.26	0.036	05:45:45.07	376	05:46:42.31	8121
1	12	E10	M	05:44:49.58	0.038	05:45:45.43	396	05:46:42.67	8123
1	12	E11	M	05:44:49.90	0.036	05:45:45.79	402	05:46:43.03	8157
1	12	E12	M	05:44:50.22	0.035	05:45:46.16	442	05:46:43.39	7931
1	12	F01	M	05:44:52.98	0.043	05:45:48.96	390	05:46:46.20	7534
1	12	F02	M	05:44:53.30	0.037	05:45:49.32	394	05:46:46.56	7386
1	12	F03	M	05:44:53.62	0.036	05:45:49.68	358	05:46:46.92	7763
1	12	F04	M	05:44:53.94	0.051	05:45:50.04	382	05:46:47.28	6836
1	12	F05	M	05:44:54.26	0.036	05:45:50.40	330	05:46:47.64	7997
1	12	F06	M	05:44:54.58	0.034	05:45:50.76	330	05:46:48.00	7845
1	12	F07	M	05:44:54.90	0.035	05:45:51.12	354	05:46:48.36	7875
1	12	F08	M	05:44:55.22	0.040	05:45:51.49	346	05:46:48.73	7823
1	12	F09	M	05:44:55.54	0.036	05:45:51.85	372	05:46:49.09	7965
1	12	F10	M	05:44:55.86	0.055	05:45:52.21	608	05:46:49.45	7951
1	12	F11	M	05:44:56.18	0.034	05:45:52.57	496	05:46:49.81	7943
1	12	F12	M	05:44:56.50	0.039	05:45:52.93	360	05:46:50.17	8427
1	12	G01	Bl	05:44:59.26	0.040	05:45:55.74	320	05:46:52.98	7340
1	12	G02	Bl	05:44:59.58	0.036	05:45:56.10	306	05:46:53.34	7863
1	12	G03	Bl	05:44:59.90	0.037	05:45:56.46	308	05:46:53.70	7290
1	13	A01	M	06:15:36.31	0.129	06:16:29.82	554	06:17:27.05	3564
1	13	A02	M	06:15:36.63	0.129	06:16:30.18	538	06:17:27.41	4050
1	13	A03	M	06:15:36.95	0.131	06:16:30.54	578	06:17:27.77	4270
1	13	A04	M	06:15:37.27	0.138	06:16:30.90	608	06:17:28.13	3832
1	13	A05	M	06:15:37.59	0.133	06:16:31.26	602	06:17:28.49	4316
1	13	A06	M	06:15:37.91	0.132	06:16:31.62	572	06:17:28.86	4124
1	13	A07	M	06:15:38.23	0.132	06:16:31.98	678	06:17:29.22	4074
1	13	A08	M	06:15:38.55	0.137	06:16:32.34	786	06:17:29.58	3794
1	13	A09	M	06:15:38.87	0.133	06:16:32.70	660	06:17:29.94	3922
1	13	A10	M	06:15:39.19	0.132	06:16:33.06	532	06:17:30.30	4008
1	13	A11	M	06:15:39.51	0.133	06:16:33.43	552	06:17:30.66	4551
1	13	A12	M	06:15:39.83	0.128	06:16:33.79	520	06:17:31.02	3942
1	13	B01	M	06:15:42.59	0.135	06:16:36.59	530	06:17:33.83	3592
1	13	B02	M	06:15:42.91	0.136	06:16:36.95	590	06:17:34.19	3976
1	13	B03	M	06:15:43.23	0.141	06:16:37.31	598	06:17:34.55	3998
1	13	B04	M	06:15:43.55	0.145	06:16:37.67	596	06:17:34.91	3724
1	13	B05	M	06:15:43.87	0.145	06:16:38.04	632	06:17:35.27	3866
1	13	B06	M	06:15:44.19	0.143	06:16:38.40	596	06:17:35.63	3696
1	13	B07	M	06:15:44.51	0.145	06:16:38.76	628	06:17:36.00	3846
1	13	B08	M	06:15:44.83	0.144	06:16:39.12	620	06:17:36.36	3552
1	13	B09	M	06:15:45.15	0.139	06:16:39.48	628	06:17:36.72	4028
1	13	B10	M	06:15:45.47	0.140	06:16:39.84	684	06:17:37.08	4114
1	13	B11	M	06:15:45.79	0.131	06:16:40.20	650	06:17:37.44	4386
1	13	B12	M	06:15:46.11	0.132	06:16:40.56	656	06:17:37.80	3976
1	13	C01	M	06:15:48.87	0.144	06:16:43.37	636	06:17:40.61	3646
1	13	C02	M	06:15:49.19	0.139	06:16:43.73	582	06:17:40.97	4294
1	13	C03	M	06:15:49.51	0.145	06:16:44.09	644	06:17:41.33	4030
1	13	C04	M	06:15:49.84	0.161	06:16:44.45	700	06:17:41.69	3320
1	13	C05	M	06:15:50.16	0.152	06:16:44.81	732	06:17:42.05	3910
1	13	C06	M	06:15:50.48	0.151	06:16:45.17	768	06:17:42.41	3726
1	13	C07	M	06:15:50.80	0.117	06:16:45.53	802	06:17:42.77	4220
1	13	C08	M	06:15:51.12	0.089	06:16:45.89	588	06:17:43.14	4923
1	13	C09	M	06:15:51.44	0.087	06:16:46.25	664	06:17:43.50	4981
1	13	C10	M	06:15:51.76	0.041	06:16:46.62	456	06:17:43.86	7570
1	13	C11	M	06:15:52.08	0.038	06:16:46.98	382	06:17:44.22	7819
1	13	C12	M	06:15:52.40	0.037	06:16:47.34	394	06:17:44.58	7985
1	13	D01	M	06:15:55.16	0.039	06:16:50.14	348	06:17:47.39	7246
1	13	D02	M	06:15:55.48	0.035	06:16:50.50	374	06:17:47.75	7999
1	13	D03	M	06:15:55.80	0.037	06:16:50.86	374	06:17:48.11	7915
1	13	D04	M	06:15:56.12	0.046	06:16:51.23	368	06:17:48.47	7172
1	13	D05	M	06:15:56.44	0.034	06:16:51.59	366	06:17:48.83	7670
1	13	D06	M	06:15:56.76	0.034	06:16:51.95	344	06:17:49.19	8037
1	13	D07	M	06:15:57.08	0.040	06:16:52.31	464	06:17:49.55	7857
1	13	D08	M	06:15:57.40	0.035	06:16:52.67	396	06:17:49.92	7833
1	13	D09	M	06:15:57.72	0.034	06:16:53.03	450	06:17:50.28	8391
1	13	D10	M	06:15:58.04	0.040	06:16:53.39	474	06:17:50.64	7518
1	13	D11	M	06:15:58.36	0.037	06:16:53.75	548	06:17:51.00	7524
1	13	D12	M	06:15:58.68	0.039	06:16:54.11	480	06:17:51.36	7702
1	13	E01	M	06:16:01.44	0.043	06:16:56.92	378	06:17:54.17	7266
1	13	E02	M	06:16:01.76	0.037	06:16:57.28	466	06:17:54.53	8039
1	13	E03	M	06:16:02.08	0.045	06:16:57.64	384	06:17:54.89	7672
1	13	E04	M	06:16:02.40	0.049	06:16:58.00	398	06:17:55.25	7048
1	13	E05	M	06:16:02.72	0.037	06:16:58.36	394	06:17:55.61	7777
1	13	E06	M	06:16:03.04	0.034	06:16:58.72	370	06:17:55.97	8117
1	13	E07	M	06:16:03.36	0.040	06:16:59.08	432	06:17:56.33	7452
1	13	E08	M	06:16:03.68	0.036	06:16:59.44	366	06:17:56.70	7783
1	13	E09	M	06:16:04.00	0.036	06:16:59.81	382	06:17:57.06	8113
1	13	E10	M	06:16:04.32	0.040	06:17:00.17	366	06:17:57.42	7648
1	13	E11	M	06:16:04.64	0.036	06:17:00.53	400	06:17:57.78	7927
1	13	E12	M	06:16:04.96	0.035	06:17:00.89	416	06:17:58.14	7933
1	13	F01	M	06:16:07.72	0.047	06:17:03.70	390	06:18:00.95	7354
1	13	F02	M	06:16:08.04	0.037	06:17:04.06	352	06:18:01.31	7256
1	13	F03	M	06:16:08.36	0.036	06:17:04.42	364	06:18:01.67	7598
1	13	F04	M	06:16:08.68	0.053	06:17:04.78	364	06:18:02.03	6690
1	13	F05	M	06:16:09.00	0.036	06:17:05.14	376	06:18:02.39	7825
1	13	F06	M	06:16:09.32	0.034	06:17:05.50	358	06:18:02.75	7736
1	13	F07	M	06:16:09.64	0.035	06:17:05.86	338	06:18:03.11	7608
1	13	F08	M	06:16:09.96	0.038	06:17:06.22	372	06:18:03.47	7706
1	13	F09	M	06:16:10.28	0.036	06:17:06.58	380	06:18:03.84	7702
1	13	F10	M	06:16:10.60	0.049	06:17:06.95	588	06:18:04.20	7682
1	13	F11	M	06:16:10.92	0.035	06:17:07.31	454	06:18:04.56	7664
1	13	F12	M	06:16:11.24	0.039	06:17:07.67	376	06:18:04.92	8241
1	13	G01	Bl	06:16:14.00	0.039	06:17:10.47	344	06:18:07.72	7144
1	13	G02	Bl	06:16:14.32	0.037	06:17:10.85	334	06:18:08.09	7526
1	13	G03	Bl	06:16:14.64	0.037	06:17:11.21	326	06:18:08.45	7426
1	14	A01	M	06:46:51.06	0.138	06:47:44.56	542	06:48:41.77	3060
1	14	A02	M	06:46:51.38	0.136	06:47:44.92	594	06:48:42.13	3580
1	14	A03	M	06:46:51.70	0.137	06:47:45.28	582	06:48:42.49	3628
1	14	A04	M	06:46:52.02	0.141	06:47:45.64	566	06:48:42.85	3518
1	14	A05	M	06:46:52.34	0.136	06:47:46.00	602	06:48:43.21	3738
1	14	A06	M	06:46:52.66	0.138	06:47:46.36	606	06:48:43.57	3568
1	14	A07	M	06:46:52.98	0.137	06:47:46.72	722	06:48:43.94	3668
1	14	A08	M	06:46:53.30	0.144	06:47:47.08	712	06:48:44.30	3208
1	14	A09	M	06:46:53.62	0.139	06:47:47.44	628	06:48:44.66	3532
1	14	A10	M	06:46:53.94	0.137	06:47:47.80	532	06:48:45.02	3774
1	14	A11	M	06:46:54.26	0.137	06:47:48.16	594	06:48:45.38	4180
